text_clean,label_bin,rating
decepcion sevilla mes agosto habitacion familiar genial limpieza tambien cogimos hotel piscina agosto sevilla hace badtante calor mismo dia llegada envian email informando piscina solo puede usar dia reservandola anteriormente informan misml dia puedas cancelar viaje parece pesimo tema covid aforo piscina cuestion meter mas clientes hotel pienso vez llenar hotel gente deberian tener clientes aforo permita clientes darle buena estacia qie dejen piscina esq qda aforo dejan piscina hora desayuno salon cabe mas gente claro pagando desayuno deja dinero,0,1
urgente reformas hotel antiguo servicio habitaciones restaurante parking difícil acceso pequeño llevarás algún golpe barras columnas todas partes paredes suelos deteriorados moquetas camareras piso mejor hotel vistas interior horrible solo maquinaria,0,2
sobran estrellas pena ciudad tan alto atractivo turístico sevilla controle categoría hoteles corresponde realidad cuatro estrellas viejo deprimente destartalado sobran mínimo dos aunque prefieren remodelarlo mínimamente podrán intentar sacar partido localizaciones películas ambientadas década secuela resplandor curiosidad diré ducha teléfono habitación encontraba orientada hacia pared baño sencillamente sujetaba soporte ninguna manera suerte sólo noche llegué tarde alojamiento suficientemente tarde tener meterme cama cenar menos mal agotado,0,2
buen hotel dejado mano viejo antiguo moqueta baños antiguos deja desear camas regulares desayuno pasable recepcionistas simpáticos zona piscina necesita buen cambio resumen hotel muchas posibilidades abandonado,0,2
siento estafado reserva finales abril llevo marzo correos llamadas devolvieran dinero alarma decretado españa cerrado hoteles éste hacen caso omiso único ofrecieron marzo única vez después decenas correos mantener cantidad abonada depósito volver realojarme meses cosa decliné entonces sabía cuándo iba volver sevilla valía contestaron caso ampliarse fecha alarma decreto devolverían dinero así procediera aquí seguimos dinero opciones reserva reembolsable mundo entiende van reembolsar problema hotel cerrado cal canto,0,1
consintieron cambio fecha aún habitaciones libres hotel error reserva hizo fechas diferentes solicitadas solicité cambio fechas negaron hacérmelo aún habitaciones libres fecha además señorita recepción dejó teléfono mano,0,1
bastante regular cada año alojo hotel trabajo cerramientos malos entra ruido frío ventanas sistema ventilación ruidoso permite óptimo descanso cada año algún porblema olores baño sistema calefacción general puede tener calificación estrellas hicieron lavado cara altura unico bueno ubicación demás recomendaría,0,2
mala asistencia mal detalle llegábamos hotel madrugada intenté ponerme contacto veces comunicarles llegaríamos tarde además vuelo retrasaba once veces ocupados contaré seis teléfono música calificaré minutos minutos conseguir hablar intenté vuelo salía llegar hotel detalle cobrar habitaciones adelantado primera vez pasa hotel última volveré ser dentro años olvide,0,1
hotel bueno alojado dos noches hotel servicio bueno aunque room service mixto seco patatas sal ensalada frutas usado cuchillo sucio sabor cebolla chasco restaurante gustado primer día cenamos sorpresa esperábamos mejorar demás bien atentos amables claro sevilla gente amor volveré puedo dar puntuación,0,2
decepcionante dentro estrellas otorgadas cadena precio creo debajo esperado habitaciones frías medio decorar camas completamente vestidas baja categoría hotel,0,2
sobra estrella entiendo hotel estrellas cristales habitación sucios cortinas corren bien mal colgadas sofá distribuidor planta junto ascensores roto brazo solo recepcionista turno noche encantadora verdad volvería,0,2
sobra estrella hotel bien dimensiones cumple instalaciones general zonas comunes cafetería etc altura vestíbulo atractivo ninguno cafetería destartalada acogedora restaurante puede llamar restaurante desayuno buffet poca calidad,0,2
deficiente atención cliente check impersonal recepcionista hizo check casi miro cara pidió documentación entrego llave máquina ofreció ningún tipo información ciudad hotel room service según carta llame pedir room service persona atendió malas maneras dijo cocina cierra room service horario establecido carta habitaciones limpias ruido,0,2
aspectos recomendable recimiendo hotel tres días temas trabajo conclusión varioa aspectos recomendable desayuno cafe malísimo bollería mal horneada fruta incomestible aguada pinta llevar muchas horas cortada final desayunar días ubicación solo dir mal cue wstá lado hospital comparten parkeng mercado podría decir mas encantador sevilla habitación limpieza correcta colchón cómodo baño amplio limpio fallo ventana directamente horpital megaventiladores aire acondicionado ruido correspondiente personal atentos,0,2
imposible descansar recomendable personal hotel atiende problemas puedan ocasionar habitaciones contiguas ruidos molestos altas horas madrugada mala gestión ocupación hotel debido mezclan huéspedes negocios viaje lúdico,0,2
hotel repetir habitación llena hormigas desperté hormigas cuerpo cama mesita noche paredes escritorio todas partes cierto solo hormigas espera hotel limpieza tampoco mundo paredes habitación papel escuchaba cualquier conversación pasillo puertas dentro habitación difícil dormir reservamos hotel piscina mismas prestaciones piscina mejores zona llegamos piscina solo duramos media hora familia tres parejas respectivos niños educación cuestionable dando voces cosas esparcidas toda,0,1
mal servicio limpieza alojados dos habitaciones dobles fin semana limpieza deja desear solo pedimos desinfectado ducha sucia pelos mañana sido capaces barrer suelo hablo dos habitaciones así supongo todas iguales comenta recepción ocurrido indican volverán limpiar continúa tal recomiendo,0,1
horrible hotel antiguo reformar menos habitación ocupamos cuarta planta vistas azotea precio excesivo alojamiento servicios cercanía aeropuerto mejores recomiendo volveré,0,1
visita sevilla desear esperaba trato mejor dado aún asín decir habitación bien gustó mejorar trato importante muchas gracias,0,2
necesita reforma urgente necesita reforma baños dos habitaciones utilizamos inundaron ibamos cayó salir bañera lesionó decirlo recepción comentamos limpiadora contestó problema mantenimiento supuesto contestación trabajador empresa,0,1
horrible primero vemos abrir nevera toalla abajo agua suelta atención recepción horrible súper antiguo descuidado precio corresponde sucio paredes,0,1
hotel mas ruido mundo mañana domingo parece feria quereis descansar ducha año menos humedad pendiente pulsador pared pulsas cortar corriente habitacion asi parar,0,1
hotel simon verde malísimo hotel viejo camas porqueria cochera sucia luz quisieron dar factura pago lavaron manos respecto tripadvisor verdadera vergüenza recomiende hotel nunca ninguno,0,1
importante leer elegir hotel viaje pareja diversos motivos elegimos hotel exclusivamente jacuzzi habitación tipo suite decir parking coste habitación antigua sucia pasable cortinas pasa bastante luz persianas bajo sorpresa encontramos jacuzzi araña bastante grande cosa entendemos puede ocurrir mas grave viene vamos dormir empiezan golpes pisotones arrastre muebles etc madrugada hecho llamamos recepción varias ocasiones cuestión hizo imposible dormir día recepción comentan lados nadie arriba pareja imagino serian entonces,0,1
leelo desperdicio booking vienen habitaciones hidromasaje cuidado etc primero decir reservamos boda mujer hotel lesionó gravemente encargada hotel devolvió dinero pese aportamos informe medico completo hecho baja meses bien pues llegamos hotel encontramos decorado limpio viejo segundo día hecho habitación noche quedamos habitación limpia cama hecha siguiente día hicieron habitación pusieron gel solo champú cuarto día seguíamos gel habitaciones daños viejas baño grifos faltaban piezas tenian enchufes,0,1
agrado papelera cocina arriba cambiado anterior inquilino muebles arrastraban lado parar mañanas pedimos reserva cama matrimonio dijeron llegar dos camas separadas frigorífico cerraba puerta dejaron así toalla puerta empapadera luego creo vuelva,0,1
decepcionado realidad concuerda fotografías web apartamento sucio solo entrar daba sensación suciedad mal olor parte cucarachas dentro zonas comunes sucias vamos limpieza fuerte poca reposición toallas jabones estancia suerte cobran entrada supongo aseguran vaya cliente atencion pésima parte personal menos chica rubia maja amable recepción,0,1
decepcionada verdad bastante decepcionada reservamos noche pareja bien pues llegar dijeron habitaciones cama matrimonio queríamos habitación cama matrimonio euros rechazamos dieron dos camas separadas llegamos habitación cocina olía súper mal nevera microonda cualquier mueble abrir ropero dimos cuenta puertas revés decir interior completamente roto cristal cristales daban miedo rotos pegados cinta americana peligroso pareja tumbo cama cama rota cayó suelo dos patas traseras completamente rotas llamamos,0,2
justo dormir alojado dos noches lugar aceptable siempre vehículo desplazarte sevilla sinó ubicado lejos kilómetros centro apartamento grande mobiliario obsoleto ruidoso escucha prácticamente apartamentos colindantes cada apartamento par servicios par comer cuberteria demás caso faltaban dos tenedores fuí recepción solicitarselos chica dijo liada habian dos personas esperando tenia irlos buscar llamaría sigo esperando llame cuanto piscina bién aunque chico interrogó veces hora número habitación intentando,0,2
vale muestro queja hecho ocurrido fin semana habiéndonos dejado olvidado cantidad considerable alimentos quesos jamón embutidos llevarnos olvido dejó nevera llamó día siguiente contactar responsable enviase hacíamos cargo envío recibí respuesta tira toda comida normas veía claro restos esperen día menos dinero considerable tirado dice final prisa trabajo señora trabajo atenderme,0,2
engañen después solicitar cama matrimonio piso alto adjudican dos camas habitación justo lado recepción escuchando entrada salida cada cliente hotel descansar imposible después haber pagado buena cantidad habitación único aceptable ubicación desayuno normalizó precio cuesta engañen hable chica recepción conclusión primera queja recibía,0,2
programa fidelización meliareward sirve visitado ciudad sevilla últimos años últimos recuerdo exactamente gran melia colon siempre bien notable última estancia desagradable experiencia ver programa melia rewards categoría platinum ofrece respecto llegar hotel hospedarte evidentemente quiero entrar detalles trata trabajadores cumplen obligación problema dirigentes entiendan beneficio reporta empresa trabajan programa fidelización cliente sirve,0,2
hotel nuevo sitio bueno pegas hotel nueva construcción ubicación inmejorable pros pleno centro histórico hotel nuevo contras tema coronavirus nadie informó solo podíamos utilizar piscina minutos día habitación escapada idea pasar toda tarde piscina decepción enteramos noticia haces julio tarde sevilla pasta dientes habitaciones bastante ruido pubs cerca,0,2
engañosas fotos fraude habitación pequeña malos olores baño olor cloaca recepción ningún tipo cualificación carecían información sevilla lugares típicos ubicación buena reservas servicio desayuno decir agua caliente par infusiones parecido café precio habitacion doble bastante alto volveré,0,1
aconsejable dias hicieron cama limpiaron habitacion pequeña ultima planta ascensor cobraban pagar tarjeta obligaron pagar efectivo adelantado solo salva ubicacion centrica,0,2
habitación ruido llevado grata sorpresa tras pasar estancia hostal después haber leído valoraciones positivas primero habitación ventanas papel ubicado cerca avenida toda noche escuchando coches autobuses segundo dejan teléfono emergencia media mañana abren recepción cogen teléfono único bueno ubicación precio,0,2
pésimo parece increíble sospechoso mayoría opiniones excelentes voy aportar parecido positivo amabilidad personal ruido tener cuenta aparato aire sonaba tractor arrancado habitación demás pésimo habitaciones menos tocó súper pequeña imposible moverse personas baño súper pequeño almohada grosor dedo somier tabla madera cuatro patas hierro ducha columna masaje bien podían haber invertido cosa importante ejemplo bombilla poder ver mientras duchas próxima vez duermo tienda campaña allí vuelvo,0,1
buena ubicación mala información reservar llame tlf mujer habla latino supo ayudarme aparcamiento difícil acceso venir coche dejé doble fila indicaciones policía salir policía iva denunciar dejé mal aparcado frente garage llegué desorientada noche gracias policía benevolente perdono multa recepción hombre nombre aziz indica puedo aparcar zona azul problemas sábado domingo pago fio afortunadamente encuentro aparcamiento sorpresa llegar denuncia encima deja anularla cosa madrid funciona así cabreo monumental multa puede dar información incorrecta pagado solo,0,2
fatal restaurante hotel reserva dos menús verano llegamos resulta llegamos dicen menú reservado además cocina cerrada único ofrecen snacks lamentable entiende pueden ocurrir cosas reserva hecha teléfono contacto avisarnos antelación ocurrido falta profesionalidad cierto revisen cómo rellenar correctamente hoja reclamaciones,0,1
mas días lune miel camas separadas mas buena ubicación flexibilidad salida late check out limpieza viaje novios camas separadas chicha recepción salida bien señor mayor chico noche parecieron bordes esperaba hotel gracias,0,2
retención prepago tarjeta crédito pasado octubre alojé familia hotel alfonso xiii sevilla llegar recepción pidieron tarjeta crédito efectuar prepago domingo octubre pagar cuenta misma tarjeta efectuó prepago dijeron tarjeta tenia saldo respondí retenido dinero dijeron dinero retenido podía liberar pagar tarjetas hoy octubre dinero sigue retenido alguien puede explicar practica legal,0,1
lugar sevilla planificamos desayunar atendió dio ninguna opción amable plan chulesco sonrisa sarcástica invitan cometer diaparate mesas dobles ocupar dentro incapaz ofrecernoslas,0,1
precioso edificio inmejorable situación servicio mejorable edificio magnífico situación inmejorable nivel servicio altura precio habitación lista tres horas posteriores llegada jabón albornoz zapatillas copas etc etc restos anterior huésped papel notas recibe nadie llegar acompañan habitación solicitamos late check out solo misera hora ofrecen hotel disponía habitaciones libres día metí página web además tarjeta marriott rewards abrir ventana solicitarlo firmar papel weird restaurante estilo amables llega alguien hotel marriott tier espera precio alto servicio,0,1
marco incomparable servicio lamentable llego coche imponente soberbio bellísimo edificio puerta entrada nadie pendiente llegada viajeros bajo ventanilla hago sonar claxon aparece alguien cinco estrellas veo tras hacer check voy almorzar pido gajos patata aperitivo ensalada césar primero salmón segundo mucha gente traen pan duro elección diferentes tipos pan sorpresa bolsa snacks aerolínea típico mix kikos cacahuetes esperaba cafetería estación supuesto traen aperitivo primero juntos quejo pasa debe pasar tratan convencer pedido así,0,2
establecimiento privado vez visitando sevilla viernes octubre mañana pasar junto hotel quisimos entrar paseando jardines verlos salir puerta opuesta ambas abiertas mas entrar sale paso vigilante empresa ilunion invita irnos entrado alegando solo pueden entrar clientes establecimiento privado hora volvimos pasar vigilante visto podía transitar jardines así evitar ser atropellado patinetes bicicletas deambulan alrededor hotel,0,1
vecinos hartos ruido escribo mañana llevando par horas despierta casi días hotel cómo sabemos ruido hacen días mañana pasando carritos calle adoquines llevamos meses viviendo aquí hoy sido gota colmado vaso hartos carritos hotel entendemos meter cosas hotel entendemos ser horas hablados vecinos zona igual tomar cartas asunto dudo huéspedes puedan descansar tampoco,0,1
imposible dormir ruido máquinas madrugada cuarta planta imposible pegar ojo parece dentro nevera ruido zumbido constante intuyo máquinas clima habitación insonorizada súmale sensor fuego dos luces rojas parpadeando constantemente techo,0,1
limpiaron apartamento inquilinos anteriores mala experiencia reservado habitación hotel informaron cambiaban apartamentos dieron apartamento sucio malas condiciones limpio botella anteriores inquilinos nevera muestras champú hotel usadas ducha etc volvería recomendaría hotel,0,1
pésimo hotel vergonzoso dejamos neceser encima cama después dias sigue aparecer único molestan preguntarnos dejado sitio tomaremos todas medidas posibles necesarias,0,1
restaurante apto cenas negocio apto cenas negocio cena personas caos personas terminando postre esperando segundo plato después minutos errores comanda ejemplo falta profesionalidad mal servicio vistas terraza bonitas,0,1
habitación individual nicho hotel buena ubicación hall agradable personal eficiente además desayuno bastante calidad variado cogí habitación individual dado dentro altos precios tenia hotel razonable habitación visita trabajo sorpresa trataba caja zapatos interior poca luz espacios angostos puerta baño golpeaba inodoro sinceramente recomendable creo precio superior recibido,0,2
mala atención llevamos viniendo aquí hace años siempre perfecto bien atendidos últimamente atención empezando recepción pésima gracias antiguos empleados únicos saben valolar clientes vienen habitaciones falta detalles ejemplo limpiador zapatos calzador bolsas ropa sucia minibar vacío aspectos cadena barcelo vamos barcelo sevilla alli zero pegas saludo,0,1
empatía cliente poca transparencia engaños gestión nueva habitación viaje negocios incidencia reserva digital dicen pueden resolverla allí atención digital cierran lunes viernes tampoco podía resolverlo así solución dieron transparente obviamente favorable importar cliente,0,2
maravilloso mirador torre sevilla mirador lugar mágico duda vista panorámica ciudad atención exquisita personal ambiente relajado confortable toda estancia cristóbal excelente guía,0,1
estrellas chichinabo coña estrellas empezar plaid cama manchas sospechosas hace falta explicaciones entendemos normalmente cerdada imaginad tiempos baño jabón ahorran ponerlo tal encima presumen clean safe mando funciona bajar recepción suban sstt estrellas hotel chulisimo queda,0,1
decepcionante programa clean safe ponen simple pastilla jabón baño primero hago llegar habitación lavarme manos gustaría saber piensa responsable programa vistas espectaculares servicio bastante desconcertante esperaba atención detalles ser estrellas cierto tocó habitación pilar medio metro diámetro quita mitad vistas partiendo dos ventanal añádele pantalla justo enfrente cama adiós preciosas vistas dan llave solo habitación defecto habitualmente dan dos pareja familia recomiendo aparcar primero parking zona roja luego hacer checkin experiencia única,0,2
jabón manos habitación trajeron pesar pedirlo incluso bajar recepción jabón pandemia habitación trajeron toda tarde pesar pedirlo teléfono bajar recepción decían iban traer hicieron toda tarde volvimos calle seguíamos poder lavarnos manos jabón,0,2
evitarlo ocasiones especiales experiencia nefasta ocasión especial salió bien habitación suite ubicación espectacular planta alta toda ciudad mantenimiento ver fotos primera noche ruido debido equipos aire acondicionado transmiten ruido conducto todas formas anecdotico mañana siguiente desayunar aunque presumen medidas covid cumplen mantiene distancia seguridad nadie dirige clientes cumplan personal perdido corriendo sabían atender desayuno sirven café caso sólo traen azucarillo cucharilla final tomas café frío luego levantas,0,1
cumplió espectativas pasé mucha calor aire acondicionado capaz mitigar efecto invernadero producía cristalera tener cortinas echadas impidió disfrutar vistas terraza mirador encontraba cerrada tampoco pude tomarme copa cafetería jueves cerrada hora realizar reserva comunicaba circunstancias pude cumplir objetivo alojé eln hotel contemplar vistas proporciona altura,0,2
decepcionante hace días solo noche verdad decepcionante hotel bares cerrados imposible tomar simple cerveza habitación mirador azotea cerrado cosa advirtieron desayuno simple estandar cualquier hotel menos nivel pena verdad,0,2
sevilla mejores hoteles regalaron cumpleaños noche hotel metros casa veíamos despedida especial ciudad vivido años mirador cerrado bar solo abre viernes sábados total hotel estrellas poder salir habitación poder ver panorámica completa regalado bombones dábamos crédito servicio hotel único podido ofrecer sevilla oferta hotelera amplia aconsejo cojáis hotel piscina,0,2
poca colaboración permitido recibir recepción glovo cena bolsa papel cerrada recogerla llegada hecho habitualmente hoteles territorio todas cadenas quién hotel dejado llaves documentos etc recepción según chica recepción permiten protocolo covid,0,1
decepcionante viaje familia adultos dos niños tres noches parking segundo sótano centro comercial restaurante así puede llamar continuación misma estancia halll recepción puedes comiendo tomando café esperando taxi haciendo check vez habitación familiar misma doble sofá cama armario espacio puertas entrada cama puede llamar así apenas perchas ropa cuatro huéspedes baño correcto piscina ático apenas metros bastante concurrida bufet desayuno solo hicimos día tres estancia ganas volverlo repetir situado,0,1
contento apartamento personas ridiculo dos habitaciones cada espacio dos camas juntas dos mesillas armario empotrado único decente salón vez comedor sala cocina última especie metido cabía persona duras penas baño parecía orden salvo hecho ducha casi presión botón saliera alcachofa tan flojo cambiaba voluntad medio ducha último reconocer camas cómodas agradecimos tener aire acondicionado piso aunque pesar regularlo salía excesivamente frío bueno limpieza deja bastante desear limpien mal puedo quejarme,0,2
búscate hotel llegamos habitación disponible dijeron preparada volvimos tampoco esperamos dejamos equipaje habitación personal limpieza limpiando hora acabarían camas arriba sofá cama abajo machacado descansar resulta imposible personar tranquilon darán nunca baja estrés habitación arriba olía mal suelo cuarto baño rajados azulejos,0,1
luz habitación habitación hotel bien apagar luz halla quitar tarjeta parece fatal puedes poner luz pequeña apagado tele luces techo quedan encendidas quita tarjeta primera vez veo hoteles,0,1
dan solución aire acondicionado comentamos recepción aire sale caliente imaginadad sevilla grados dicen saben podrán hacer llenos evidentemente molestan mandar nadie mirarlo día siguiente volvemos comentar recepción disculpas pues solucionan aire,0,2
gran diferencia dos hoteles misma cadena acudí ocasión maratón sevilla alojé hotel miércoles febrero lunes febrero conexión wifi funcionó habitación ninguno días duró estancia pese comentarlo recepción hotel facilitaron solución alguna habitación arreglaba completamente deshora forma completamente superficial día tras finalizar prueba deportiva siendo horas habitación arreglar ver experiencia usuario hotel monte carmelo misma cadena hotelera alojé año anterior desconozco dirección hotel recae misma persona según experiencia personal directa diferencia abismal hotel,0,1
adecuado hotel sencillo precio camas secilla baño deficiente banqueta dejar maletas marche cobraran dia siguiente sra recepcionista gripe segun realizando cheking,0,2
